transaction_id,user_id,transaction_type,amount,device_id,location,timestamp,channel,agent_id,sim_swap_flag,balance_before,balance_after,transaction_velocity
T002696,U0649,receive,472.88,D009,Aba,2024-06-22 05:54:00,USSD,A100,0,26422.93,25950.05,3
T002697,U0314,cash_out,1673.76,D172,Owerri,2024-05-04 14:36:00,USSD,A157,0,50977.39,49303.63,4
T002698,U0699,cash_out,1524.24,D046,Portharcout,2024-06-08 15:45:00,USSD,A225,0,30844.91,29320.67,1
T002699,U0221,cash_out,1030.34,D143,Yaba,2024-03-28 20:23:00,USSD,A073,0,42443.78,41413.44,3
T002700,U0976,cash_in,1896.34,D181,Portharcout,2024-02-28 22:38:00,USSD,A069,0,50383.47,48487.130000000005,2
T002701,U0438,send,189.07,D176,Ajah,2024-02-09 14:56:00,App,A172,0,78743.63,78554.56,0
T002702,U0046,cash_out,5271.3,D072,Makurdi,2024-04-20 02:42:00,USSD,A224,0,91683.0,86411.7,0
T002703,U0790,receive,22321.46,D128,Ikeja,2024-06-28 18:01:00,App,A049,0,59148.96,36827.5,1
T002704,U0192,cash_in,5026.25,D170,Aba,2024-01-14 20:55:00,USSD,A236,0,99239.22,94212.97,1
T002705,U0520,receive,2239.85,D110,Owerri,2024-04-19 13:55:00,USSD,A109,0,57124.29,54884.44,1
T002706,U0379,cash_in,5511.75,D145,Aba,2024-04-17 04:31:00,App,A273,0,80826.3,75314.55,1
T002707,U0788,receive,4237.51,D035,Ikeja,2024-05-25 09:33:00,App,A158,0,14746.26,10508.75,0
T002708,U0691,send,9378.68,D159,Kano,2024-06-17 22:46:00,App,A239,0,1762.44,692.6740818851789,2
T002709,U0334,receive,4862.65,D132,Ikeja,2024-04-09 01:13:00,App,A004,0,3676.61,704.0290088171232,0
T002710,U0039,send,5026.65,D048,Ikeja,2024-06-14 15:07:00,Agent,A204,0,89308.91,84282.26000000001,3
T002711,U0293,cash_out,1252.99,D142,Kano,2024-05-16 21:33:00,USSD,A084,0,8399.08,7146.09,0
T002712,U0690,receive,2686.08,D153,Portharcout,2024-03-02 09:17:00,USSD,A214,0,61676.81,58990.729999999996,2
T002713,U0162,receive,2111.14,D046,Ajah,2024-05-05 03:45:00,App,A062,0,58051.84,55940.7,1
T002714,U0331,cash_out,57.45,D048,Makurdi,2024-01-24 00:22:00,Agent,A058,0,78285.87,78228.42,1
T002715,U0886,receive,1879.15,D168,Ikeja,2024-01-19 16:36:00,App,A172,0,32033.07,30153.92,3
T002716,U0104,send,3328.26,D178,Kano,2024-02-14 16:04:00,USSD,A252,0,35972.74,32644.479999999996,2
T002717,U0161,send,4579.56,D007,Owerri,2024-05-02 05:57:00,USSD,A137,0,35983.39,31403.829999999998,3
T002718,U0799,receive,13633.79,D095,Aba,2024-03-28 10:52:00,USSD,A238,0,17673.99,4040.2000000000007,0
T002719,U0635,cash_out,1366.36,D060,Ikeja,2024-04-04 06:00:00,USSD,A006,0,21581.6,20215.239999999998,1
T002720,U0054,cash_in,826.9,D035,Owerri,2024-04-25 10:05:00,App,A275,0,20558.84,19731.94,2
T002721,U0940,cash_out,10179.83,D191,Owerri,2024-05-06 05:09:00,USSD,A086,0,15430.51,5250.68,3
T002722,U0034,send,14223.43,D148,Owerri,2024-03-07 16:59:00,USSD,A148,0,77326.85,63103.420000000006,2
T002723,U0242,send,3346.71,D144,Makurdi,2024-06-05 17:00:00,USSD,A064,0,61377.3,58030.590000000004,1
T002724,U0967,send,612.06,D150,Portharcout,2024-06-09 10:22:00,USSD,A155,0,57358.61,56746.55,2
T002725,U0890,cash_in,3321.71,D164,Owerri,2024-03-09 06:37:00,USSD,A135,0,67981.23,64659.52,3
T002726,U0113,send,579.54,D019,Portharcout,2024-05-19 17:27:00,USSD,A118,0,35141.57,34562.03,2
T002727,U0318,send,10735.84,D130,Ikeja,2024-01-25 08:06:00,App,A024,0,73282.05,62546.21000000001,1
T002728,U0023,receive,6157.58,D068,Portharcout,2024-05-03 16:56:00,App,A264,0,28078.91,21921.33,2
T002729,U0558,receive,1379.67,D098,Ajah,2024-03-11 10:59:00,USSD,A011,0,81951.81,80572.14,1
T002730,U0824,cash_in,10888.17,D007,Ajah,2024-06-14 01:37:00,USSD,A066,0,61933.87,51045.700000000004,0
T002731,U0647,receive,5079.2,D047,Aba,2024-05-19 04:22:00,Agent,A263,0,82343.28,77264.08,3
T002732,U0118,receive,15316.13,D177,Ajah,2024-02-01 20:53:00,USSD,A024,0,6411.84,282.7202713197237,3
T002733,U0985,receive,19681.54,D043,Portharcout,2024-03-11 12:00:00,App,A141,0,84480.57,64799.030000000006,2
T002734,U0701,cash_out,16.44,D032,Makurdi,2024-03-28 08:58:00,USSD,A231,0,11041.22,11024.779999999999,1
T002735,U0643,receive,640.38,D145,Aba,2024-02-12 13:12:00,USSD,A088,0,67191.99,66551.61,2
T002736,U0934,send,3958.46,D128,Portharcout,2024-06-04 00:24:00,USSD,A116,0,23566.01,19607.55,0
T002737,U0212,send,15601.14,D119,Ikeja,2024-06-25 08:59:00,USSD,A280,0,5622.97,477.2925361225071,3
T002738,U0418,send,25778.57,D014,Kano,2024-02-16 23:29:00,USSD,A038,0,26676.75,898.1800000000003,3
T002739,U0113,cash_out,4189.8,D081,Ajah,2024-02-14 21:54:00,App,A199,0,40927.94,36738.14,1
T002740,U0044,send,954.6,D160,Aba,2024-06-26 05:24:00,USSD,A266,0,15249.01,14294.41,2
T002741,U0128,cash_out,889.95,D188,Ajah,2024-06-22 16:36:00,Agent,A158,0,10864.06,9974.109999999999,0
T002742,U0876,send,7216.6,D188,Ajah,2024-06-15 09:34:00,Agent,A231,0,99381.58,92164.98,1
T002743,U0158,cash_out,4481.68,D052,Owerri,2024-04-10 13:52:00,App,A283,1,8853.51,4371.83,3
T002744,U0785,cash_in,3978.93,D194,Yaba,2024-04-16 05:59:00,App,A286,0,19861.22,15882.29,1
T002745,U0827,receive,3134.6,D004,Ikeja,2024-03-01 01:15:00,USSD,A128,0,26030.49,22895.890000000003,0
T002746,U0394,receive,6457.37,D191,Ajah,2024-02-12 14:47:00,App,A207,0,32395.77,25938.4,1
T002747,U0867,send,9761.55,D033,Owerri,2024-06-08 01:07:00,Agent,A258,0,13995.37,4233.8200000000015,0
T002748,U0852,receive,1804.55,D106,Kano,2024-04-09 18:20:00,USSD,A264,0,84134.41,82329.86,2
T002749,U0512,send,1248.19,D129,Makurdi,2024-03-25 13:10:00,USSD,A145,0,92541.16,91292.97,0
T002750,U0914,receive,5546.33,D097,Yaba,2024-06-10 15:10:00,USSD,A048,0,55347.17,49800.84,2
T002751,U0045,cash_in,12309.81,D064,Owerri,2024-06-12 18:06:00,App,A064,0,57136.44,44826.630000000005,0
T002752,U0108,send,2139.76,D128,Owerri,2024-03-23 01:14:00,USSD,A189,0,99384.37,97244.61,4
T002753,U0219,cash_in,1590.35,D037,Aba,2024-05-07 07:05:00,USSD,A141,0,88496.33,86905.98,2
T002754,U0443,receive,1281.66,D126,Aba,2024-02-01 01:38:00,App,A228,0,41335.85,40054.189999999995,2
T002755,U0830,receive,1468.44,D070,Kano,2024-01-24 04:37:00,USSD,A107,0,76130.65,74662.20999999999,1
T002756,U0315,cash_out,724.74,D135,Kano,2024-02-27 01:49:00,App,A130,0,27262.11,26537.37,0
T002757,U0177,receive,4541.34,D104,Makurdi,2024-02-23 00:47:00,USSD,A151,0,6135.11,1593.7699999999995,0
T002758,U0228,receive,1648.26,D152,Ikeja,2024-06-26 17:45:00,USSD,A213,0,3193.6,1545.34,2
T002759,U0703,cash_in,4771.84,D114,Kano,2024-05-20 12:12:00,USSD,A223,0,54355.35,49583.509999999995,1
T002760,U0983,cash_out,433.42,D196,Aba,2024-03-24 17:45:00,App,A016,0,50472.05,50038.630000000005,1
T002761,U0672,send,613.42,D055,Ikeja,2024-02-23 04:59:00,Agent,A141,0,15920.73,15307.31,2
T002762,U0906,receive,3840.88,D121,Kano,2024-03-18 09:33:00,USSD,A258,0,85463.4,81622.51999999999,0
T002763,U0267,receive,3582.4,D123,Kano,2024-01-14 18:16:00,USSD,A114,0,58708.74,55126.34,1
T002764,U0870,send,1583.91,D003,Portharcout,2024-04-30 08:32:00,Agent,A026,0,38771.06,37187.149999999994,2
T002765,U0838,send,8776.1,D092,Aba,2024-04-05 09:08:00,App,A286,0,51081.44,42305.340000000004,1
T002766,U0379,send,1035.41,D151,Ikeja,2024-06-19 03:31:00,USSD,A038,0,10643.79,9608.380000000001,0
T002767,U0489,receive,2236.6,D164,Yaba,2024-06-12 09:11:00,App,A025,0,90087.51,87850.90999999999,0
T002768,U0702,cash_out,4054.16,D185,Yaba,2024-02-25 05:30:00,Agent,A052,0,29764.15,25709.99,2
T002769,U0687,cash_in,10094.97,D119,Makurdi,2024-04-17 08:11:00,USSD,A091,0,18285.8,8190.83,1
T002770,U0290,receive,2711.16,D176,Ikeja,2024-06-01 12:48:00,USSD,A138,0,43169.78,40458.619999999995,0
T002771,U0996,send,2542.48,D141,Kano,2024-03-16 14:16:00,USSD,A209,0,28836.16,26293.68,1
T002772,U0357,send,4332.0,D061,Owerri,2024-05-28 07:27:00,App,A061,0,31456.79,27124.79,3
T002773,U0657,receive,1904.07,D152,Kano,2024-06-24 13:09:00,USSD,A111,0,82622.17,80718.09999999999,0
T002774,U0744,receive,6175.14,D171,Ikeja,2024-02-19 17:55:00,Agent,A258,0,55154.48,48979.340000000004,0
T002775,U0872,send,1429.72,D101,Owerri,2024-03-15 20:43:00,App,A135,0,93245.15,91815.43,1
T002776,U0950,receive,8663.57,D116,Yaba,2024-05-30 03:04:00,App,A060,0,95086.04,86422.47,1
T002777,U0204,cash_out,1589.7,D033,Owerri,2024-01-25 23:06:00,USSD,A189,0,99163.3,97573.6,0
T002778,U0213,cash_in,24600.2,D078,Owerri,2024-02-08 08:04:00,Web,A113,0,14021.29,451.70707900240325,1
T002779,U0552,cash_in,1902.37,D024,Makurdi,2024-05-07 01:18:00,USSD,A027,0,89788.27,87885.90000000001,1
T002780,U0787,receive,10552.64,D150,Portharcout,2024-05-20 18:44:00,USSD,A001,0,30165.85,19613.21,2
T002781,U0323,send,2532.14,D052,Portharcout,2024-01-11 19:23:00,Web,A214,0,63295.94,60763.8,2
T002782,U0594,send,1412.18,D101,Ajah,2024-03-05 02:44:00,Agent,A086,0,87905.21,86493.03000000001,3
T002783,U0181,cash_in,1281.97,D116,Aba,2024-06-04 05:36:00,USSD,A155,0,10194.66,8912.69,1
T002784,U0499,receive,9491.98,D123,Ikeja,2024-06-10 18:24:00,USSD,A080,0,16033.21,6541.23,2
T002785,U0320,receive,1846.29,D006,Makurdi,2024-01-07 20:07:00,USSD,A060,0,73584.6,71738.31000000001,0
T002786,U0083,send,2066.7,D147,Ajah,2024-01-19 03:55:00,Agent,A036,0,35329.47,33262.770000000004,2
T002787,U0303,receive,1096.96,D076,Aba,2024-02-25 07:51:00,Agent,A291,0,65849.03,64752.07,3
T002788,U0262,send,16262.77,D090,Owerri,2024-03-22 04:11:00,USSD,A289,0,12286.59,777.9791165982293,1
T002789,U0784,send,1403.49,D157,Ajah,2024-02-27 20:30:00,App,A175,0,97267.34,95863.84999999999,1
T002790,U0200,send,1421.4,D123,Ajah,2024-05-17 17:50:00,App,A089,0,50624.14,49202.74,0
T002791,U0240,receive,14402.91,D064,Aba,2024-04-13 17:41:00,USSD,A059,0,87183.71,72780.8,4
T002792,U0914,send,11558.07,D142,Ajah,2024-04-01 10:51:00,App,A061,0,67820.88,56262.810000000005,2
T002793,U0692,send,1431.15,D081,Yaba,2024-05-28 19:06:00,USSD,A242,0,95222.03,93790.88,1
T002794,U0944,cash_in,10002.25,D158,Makurdi,2024-05-05 19:40:00,App,A283,0,57479.57,47477.32,3
T002795,U0683,receive,1437.23,D071,Ikeja,2024-01-25 02:27:00,USSD,A225,0,31332.27,29895.04,0
T002796,U0295,receive,441.23,D149,Portharcout,2024-04-15 03:29:00,App,A222,0,61738.3,61297.07,0
T002797,U0512,receive,8584.04,D065,Makurdi,2024-06-27 00:13:00,USSD,A090,1,99691.56,91107.51999999999,1
T002798,U0689,cash_out,7382.37,D113,Portharcout,2024-02-26 14:57:00,USSD,A015,0,81719.7,74337.33,1
T002799,U0881,send,1745.43,D102,Yaba,2024-05-17 04:56:00,USSD,A185,0,46041.11,44295.68,0
T002800,U0396,send,472.32,D004,Yaba,2024-05-04 02:06:00,App,A204,0,81835.61,81363.29,1
T002801,U0749,receive,1156.12,D174,Portharcout,2024-06-03 12:20:00,USSD,A041,0,70580.31,69424.19,1
T002802,U0138,send,7371.4,D136,Aba,2024-03-04 07:15:00,App,A171,0,93933.29,86561.89,1
T002803,U0839,receive,16726.14,D146,Aba,2024-01-01 04:41:00,USSD,A268,0,37114.77,20388.629999999997,4
T002804,U0878,receive,1498.79,D060,Aba,2024-04-20 01:32:00,App,A196,0,4998.06,3499.2700000000004,0
T002805,U0823,cash_out,8525.86,D045,Ajah,2024-05-27 04:48:00,USSD,A250,0,9556.13,1030.2699999999986,1
T002806,U0129,cash_out,1293.42,D072,Ajah,2024-04-28 03:02:00,USSD,A195,0,76973.99,75680.57,2
T002807,U0049,cash_out,5690.93,D095,Portharcout,2024-04-01 18:10:00,USSD,A230,0,69435.59,63744.659999999996,3
T002808,U0676,send,436.59,D031,Ikeja,2024-05-30 21:25:00,USSD,A096,0,73604.38,73167.79000000001,3
T002809,U0789,cash_out,4400.95,D156,Ajah,2024-02-22 23:00:00,App,A218,0,67103.15,62702.2,0
T002810,U0293,send,1568.01,D120,Ikeja,2024-04-20 17:56:00,App,A004,0,46253.75,44685.74,1
T002811,U0628,receive,13008.05,D064,Yaba,2024-06-11 21:14:00,USSD,A005,0,7740.6,675.1723298872746,3
T002812,U0536,cash_in,1710.7,D165,Ikeja,2024-06-13 03:16:00,App,A046,0,83719.6,82008.90000000001,1
T002813,U0311,send,2541.15,D067,Ikeja,2024-04-21 18:08:00,USSD,A126,0,18897.65,16356.500000000002,2
T002814,U0537,receive,9184.17,D109,Owerri,2024-04-07 09:52:00,USSD,A137,0,98996.91,89812.74,0
T002815,U0903,send,2883.71,D068,Owerri,2024-02-14 13:38:00,App,A136,0,21335.11,18451.4,2
T002816,U0639,send,1361.75,D035,Aba,2024-01-24 14:37:00,USSD,A189,0,9289.01,7927.26,2
T002817,U0234,cash_out,3965.33,D098,Owerri,2024-04-18 19:23:00,App,A143,0,38180.04,34214.71,0
T002818,U0209,send,9162.63,D036,Ajah,2024-03-23 19:53:00,Web,A073,0,33218.96,24056.33,2
T002819,U0605,send,2838.55,D185,Kano,2024-04-29 15:47:00,USSD,A178,0,97686.08,94847.53,3
T002820,U0094,receive,712.94,D198,Owerri,2024-06-21 13:40:00,App,A226,0,40061.56,39348.619999999995,1
T002821,U0327,cash_out,2415.14,D132,Kano,2024-04-25 08:49:00,Agent,A278,0,5614.16,3199.02,1
T002822,U0225,send,15447.48,D049,Aba,2024-04-01 21:11:00,USSD,A238,0,98722.02,83274.54000000001,0
T002823,U0967,receive,373.73,D167,Makurdi,2024-06-12 00:26:00,USSD,A094,0,78860.63,78486.90000000001,0
T002824,U0890,cash_out,2625.0,D018,Makurdi,2024-06-19 12:26:00,USSD,A197,0,99796.35,97171.35,2
T002825,U0792,send,5221.03,D060,Makurdi,2024-05-16 14:53:00,App,A064,0,32436.24,27215.210000000003,1
T002826,U0011,send,408.86,D086,Yaba,2024-03-29 03:45:00,App,A150,0,12656.08,12247.22,1
T002827,U0329,cash_in,2115.24,D138,Yaba,2024-02-01 10:32:00,App,A141,0,40371.69,38256.450000000004,2
T002828,U0012,receive,14115.48,D113,Yaba,2024-03-03 01:53:00,App,A231,0,14854.62,739.1400000000012,0
T002829,U0035,cash_in,155.57,D023,Ikeja,2024-02-12 12:12:00,App,A245,0,15537.51,15381.94,1
T002830,U0447,send,6966.43,D068,Portharcout,2024-06-26 04:40:00,USSD,A277,0,90364.56,83398.13,1
T002831,U0452,cash_out,9206.06,D059,Ajah,2024-04-11 17:10:00,Web,A031,0,99396.49,90190.43000000001,1
T002832,U0740,cash_out,1622.15,D090,Yaba,2024-03-24 08:30:00,USSD,A038,0,99448.24,97826.09000000001,0
T002833,U0220,send,1208.54,D007,Kano,2024-02-09 05:43:00,USSD,A039,0,44406.87,43198.33,1
T002834,U0441,send,12315.0,D013,Owerri,2024-04-05 15:10:00,Agent,A164,0,24689.91,12374.91,3
T002835,U0653,cash_out,7219.65,D131,Ikeja,2024-01-05 13:30:00,Agent,A267,0,18031.4,10811.750000000002,0
T002836,U0535,receive,601.7,D168,Yaba,2024-02-17 18:25:00,App,A069,0,38828.85,38227.15,5
T002837,U0595,receive,1192.54,D011,Yaba,2024-01-07 07:50:00,USSD,A290,0,60295.54,59103.0,0
T002838,U0229,receive,4855.78,D051,Owerri,2024-06-13 13:31:00,Agent,A229,0,74615.26,69759.48,0
T002839,U0935,cash_in,2718.61,D151,Makurdi,2024-02-24 23:01:00,App,A261,0,52119.93,49401.32,2
T002840,U0344,cash_in,3507.65,D032,Makurdi,2024-01-09 09:55:00,App,A020,0,84431.25,80923.6,1
T002841,U0080,send,15135.33,D169,Owerri,2024-01-28 03:02:00,Web,A063,0,92047.01,76911.68,1
T002842,U0353,send,2725.67,D042,Ajah,2024-01-16 21:51:00,USSD,A170,0,88680.96,85955.29000000001,1
T002843,U0396,cash_out,10671.9,D166,Ajah,2024-03-13 06:21:00,App,A013,0,37551.36,26879.46,3
T002844,U0290,cash_in,5405.01,D195,Ikeja,2024-01-23 14:36:00,App,A137,0,95104.16,89699.15000000001,1
T002845,U0455,receive,648.38,D200,Kano,2024-05-25 06:43:00,USSD,A224,1,92384.2,91735.81999999999,3
T002846,U0843,cash_out,6822.8,D102,Aba,2024-03-30 02:55:00,USSD,A094,0,41753.86,34931.06,1
T002847,U0671,cash_in,3672.02,D121,Makurdi,2024-01-02 08:49:00,USSD,A177,0,42709.62,39037.600000000006,1
T002848,U0989,send,1275.09,D078,Kano,2024-01-31 09:13:00,App,A156,0,8726.17,7451.08,0
T002849,U0128,cash_in,1709.28,D072,Portharcout,2024-05-28 12:43:00,USSD,A121,0,93762.46,92053.18000000001,2
T002850,U0702,receive,4074.68,D106,Makurdi,2024-04-04 03:02:00,USSD,A171,0,9757.54,5682.860000000001,0
T002851,U0909,send,4602.78,D119,Ajah,2024-03-25 15:03:00,USSD,A198,0,49623.08,45020.3,1
T002852,U0543,send,17237.74,D170,Ajah,2024-01-08 02:25:00,USSD,A169,0,72420.03,55182.28999999999,1
T002853,U0898,cash_in,9645.47,D171,Aba,2024-06-14 22:12:00,USSD,A172,0,88086.76,78441.29,1
T002854,U0359,cash_out,1152.35,D033,Owerri,2024-03-26 10:08:00,USSD,A157,0,57528.99,56376.64,1
T002855,U0527,send,7435.93,D079,Kano,2024-06-14 16:22:00,Agent,A210,0,68575.26,61139.329999999994,0
T002856,U0313,send,41.63,D165,Kano,2024-06-15 05:27:00,USSD,A281,0,71302.9,71261.26999999999,2
T002857,U0075,receive,695.21,D078,Aba,2024-04-17 03:08:00,App,A196,0,2581.12,1885.9099999999999,3
T002858,U0546,cash_in,1113.85,D119,Ajah,2024-03-14 11:43:00,App,A270,0,94306.1,93192.25,0
T002859,U0871,cash_in,4546.57,D057,Ikeja,2024-01-10 11:49:00,App,A187,0,36632.24,32085.67,3
T002860,U0196,receive,1082.61,D192,Kano,2024-04-26 23:32:00,USSD,A062,0,18574.67,17492.059999999998,0
T002861,U0843,receive,2272.8,D192,Yaba,2024-03-27 09:18:00,Agent,A145,0,47860.35,45587.549999999996,2
T002862,U0029,send,1390.51,D188,Owerri,2024-03-17 20:37:00,USSD,A226,0,73615.04,72224.53,1
T002863,U0706,receive,2058.04,D052,Kano,2024-06-20 11:58:00,USSD,A117,0,82906.58,80848.54000000001,4
T002864,U0016,send,14275.63,D072,Portharcout,2024-06-28 01:05:00,USSD,A206,0,72241.52,57965.89000000001,1
T002865,U0423,cash_out,29715.95,D068,Kano,2024-02-03 13:20:00,USSD,A066,0,40613.49,10897.539999999997,2
T002866,U0589,send,5787.39,D100,Owerri,2024-05-03 22:46:00,USSD,A028,0,68473.42,62686.03,2
T002867,U0805,receive,4246.76,D082,Portharcout,2024-06-11 22:14:00,USSD,A264,0,43755.46,39508.7,2
T002868,U0593,send,6162.68,D155,Owerri,2024-04-11 20:09:00,USSD,A221,0,98699.81,92537.13,2
T002869,U0405,receive,7384.43,D059,Kano,2024-03-28 01:14:00,App,A010,0,99650.04,92265.60999999999,1
T002870,U0940,send,6716.42,D019,Ajah,2024-03-02 02:49:00,Agent,A277,0,25729.65,19013.230000000003,0
T002871,U0636,send,427.2,D003,Yaba,2024-06-27 18:37:00,USSD,A291,0,48849.45,48422.25,0
T002872,U0531,send,1857.45,D039,Portharcout,2024-05-09 12:01:00,USSD,A004,0,58075.15,56217.700000000004,1
T002873,U0967,cash_in,2103.64,D066,Kano,2024-01-20 21:05:00,App,A181,0,63987.71,61884.07,1
T002874,U0614,receive,2304.26,D073,Ikeja,2024-05-27 07:12:00,App,A085,0,43958.29,41654.03,3
T002875,U0904,cash_in,2110.36,D184,Makurdi,2024-01-17 17:29:00,USSD,A025,0,52905.12,50794.76,0
T002876,U0077,receive,7734.48,D134,Portharcout,2024-01-26 08:07:00,Agent,A020,0,55872.27,48137.78999999999,2
T002877,U0229,receive,6883.79,D028,Makurdi,2024-05-16 17:50:00,Agent,A199,0,39406.88,32523.089999999997,1
T002878,U0962,receive,23.05,D176,Yaba,2024-06-07 09:11:00,App,A199,0,32723.63,32700.58,0
T002879,U0297,cash_out,1757.6,D098,Aba,2024-03-17 16:48:00,USSD,A096,0,63827.32,62069.72,0
T002880,U0510,receive,4886.36,D093,Ikeja,2024-06-05 20:27:00,USSD,A096,0,44761.96,39875.6,2
T002881,U0715,send,640.68,D176,Aba,2024-02-04 19:38:00,App,A278,0,97242.84,96602.16,3
T002882,U0984,cash_out,369.3,D195,Kano,2024-04-30 18:15:00,USSD,A049,0,38193.28,37823.979999999996,0
T002883,U0966,send,8812.89,D182,Portharcout,2024-04-26 20:40:00,USSD,A089,0,20388.44,11575.55,2
T002884,U0573,cash_in,3013.65,D126,Owerri,2024-02-07 13:01:00,USSD,A006,0,43237.04,40223.39,2
T002885,U0538,send,9678.87,D016,Ajah,2024-04-22 07:31:00,USSD,A146,0,66035.61,56356.74,2
T002886,U0583,receive,8673.67,D035,Kano,2024-03-11 09:36:00,USSD,A012,0,44738.78,36065.11,2
T002887,U0615,send,11191.98,D075,Kano,2024-04-23 04:02:00,Agent,A028,0,29282.7,18090.72,0
T002888,U0979,cash_out,247.39,D107,Aba,2024-02-24 22:54:00,Agent,A275,0,50028.11,49780.72,0
T002889,U0326,receive,1029.77,D087,Kano,2024-02-02 16:15:00,App,A043,0,45252.73,44222.96000000001,0
T002890,U0363,send,1755.9,D158,Ikeja,2024-06-17 23:41:00,USSD,A099,0,94469.66,92713.76000000001,1
T002891,U0669,send,732.25,D176,Ajah,2024-01-14 13:08:00,USSD,A143,0,2870.76,2138.51,5
T002892,U0875,receive,3322.51,D069,Aba,2024-04-30 09:19:00,App,A292,0,40100.42,36777.909999999996,3
T002893,U0359,cash_in,8021.68,D116,Yaba,2024-05-25 19:48:00,App,A097,0,34757.94,26736.260000000002,1
T002894,U0706,receive,15098.26,D008,Makurdi,2024-04-19 18:16:00,App,A085,0,23121.18,8022.92,1
T002895,U0787,send,11017.05,D107,Kano,2024-03-17 12:09:00,USSD,A298,0,55078.24,44061.19,2
T002896,U0324,receive,3056.33,D107,Makurdi,2024-01-06 15:25:00,App,A091,0,61792.0,58735.67,1
T002897,U0698,receive,5059.76,D114,Portharcout,2024-01-26 00:59:00,Agent,A030,0,2010.43,68.22135974593412,2
T002898,U0326,send,1311.35,D179,Owerri,2024-05-19 08:01:00,USSD,A295,0,67939.81,66628.45999999999,0
T002899,U0625,send,2579.27,D010,Aba,2024-03-12 19:29:00,USSD,A174,0,38884.06,36304.79,1
T002900,U0825,cash_in,10246.8,D028,Owerri,2024-04-12 21:19:00,App,A186,0,92379.65,82132.84999999999,3
T002901,U0165,cash_out,148.16,D164,Owerri,2024-06-13 22:29:00,App,A030,0,74607.93,74459.76999999999,1
T002902,U0573,send,3804.55,D060,Makurdi,2024-06-20 01:34:00,USSD,A251,0,51866.94,48062.39,2
T002903,U0604,cash_in,10309.91,D010,Kano,2024-01-04 23:04:00,Agent,A109,0,95199.04,84889.12999999999,3
T002904,U0798,send,650.6,D142,Portharcout,2024-05-13 02:08:00,USSD,A213,0,69053.02,68402.42,0
T002905,U0455,receive,20240.99,D102,Kano,2024-05-21 23:36:00,Agent,A218,0,80998.28,60757.28999999999,0
T002906,U0969,receive,62.34,D063,Aba,2024-05-31 12:40:00,USSD,A182,0,95680.16,95617.82,1
T002907,U0153,send,10863.05,D175,Ikeja,2024-03-18 06:39:00,USSD,A037,0,89143.5,78280.45,1
T002908,U0737,receive,2182.25,D197,Yaba,2024-05-21 08:12:00,Agent,A150,0,7996.57,5814.32,0
T002909,U0127,cash_out,711.8,D056,Kano,2024-04-19 22:00:00,Agent,A097,0,21811.57,21099.77,0
T002910,U0193,cash_out,856.07,D134,Ikeja,2024-03-23 07:16:00,Web,A024,0,63328.15,62472.08,1
T002911,U0627,send,6039.55,D147,Kano,2024-05-30 03:42:00,USSD,A122,0,16930.77,10891.220000000001,1
T002912,U0774,send,10228.86,D180,Kano,2024-05-16 20:56:00,App,A086,1,47009.88,36781.02,1
T002913,U0530,cash_out,5123.09,D190,Ikeja,2024-04-28 17:14:00,USSD,A161,0,48537.57,43414.479999999996,3
T002914,U0010,send,13206.05,D128,Kano,2024-04-19 00:35:00,USSD,A017,1,46845.77,33639.72,5
T002915,U0092,receive,9240.98,D177,Yaba,2024-06-27 21:53:00,USSD,A244,0,82427.69,73186.71,0
T002916,U0139,send,45.36,D078,Makurdi,2024-03-20 04:44:00,USSD,A268,0,49455.1,49409.74,4
T002917,U0481,receive,5534.68,D139,Aba,2024-06-10 11:49:00,Agent,A286,0,87001.9,81467.22,0
T002918,U0449,send,1816.59,D046,Portharcout,2024-01-21 06:05:00,USSD,A218,0,77584.44,75767.85,1
T002919,U0333,cash_out,3030.26,D069,Portharcout,2024-02-16 16:03:00,App,A006,0,64602.74,61572.479999999996,4
T002920,U0869,cash_out,493.75,D045,Owerri,2024-06-03 17:41:00,App,A267,0,58221.88,57728.13,0
T002921,U0340,send,1657.12,D095,Makurdi,2024-01-03 20:34:00,USSD,A235,0,23991.42,22334.3,1
T002922,U0961,cash_in,5007.69,D108,Ikeja,2024-05-16 03:17:00,Web,A124,0,77038.16,72030.47,0
T002923,U0052,receive,1231.95,D058,Makurdi,2024-01-26 05:21:00,USSD,A060,0,80639.95,79408.0,1
T002924,U0707,send,5214.04,D160,Ajah,2024-02-20 21:37:00,Agent,A010,0,49449.35,44235.31,2
T002925,U0466,cash_in,12821.84,D115,Portharcout,2024-03-08 02:52:00,Agent,A016,0,22817.27,9995.43,1
T002926,U0718,receive,24.76,D010,Kano,2024-03-09 23:04:00,Agent,A084,0,76250.34,76225.58,0
T002927,U0799,send,7703.54,D141,Aba,2024-06-19 03:34:00,App,A172,0,80212.74,72509.20000000001,1
T002928,U0475,send,5126.61,D111,Owerri,2024-04-18 16:18:00,USSD,A147,0,57145.16,52018.55,0
T002929,U0401,cash_out,238.78,D013,Yaba,2024-01-13 08:12:00,USSD,A100,0,70018.71,69779.93000000001,1
T002930,U0439,cash_out,7807.22,D036,Yaba,2024-03-13 01:14:00,App,A271,0,77593.4,69786.18,0
T002931,U0878,cash_in,1271.37,D086,Ajah,2024-01-03 13:52:00,USSD,A215,0,29866.38,28595.010000000002,2
