,transaction_id,user_id,transaction_type,amount,location,device_type,network_provider,user_type,time_of_day,is_foreign_number,is_sim_recently_swapped,has_multiple_accounts,datetime
2627,TX102627,user_8611,Pay Bill,12703.03,Meru,iOS,Airtel,individual,afternoon,0,0,0,2024-06-05 02:42:15
2628,TX102628,user_1913,Buy Airtime,1585.76,Thika,Android,Safaricom,individual,evening,0,0,0,2024-06-29 02:38:02
2629,TX102629,user_3011,Withdraw Cash,3463.28,Nakuru,iOS,Safaricom,individual,evening,0,0,0,2024-06-27 22:30:50
2630,TX102630,user_2442,Deposit Cash,2212.95,Mombasa,Feature Phone,Airtel,individual,night,0,0,0,2024-06-08 17:43:23
2631,TX102631,user_6546,Buy Airtime,2210.08,Garissa,iOS,Airtel,agent,evening,0,0,0,2024-06-14 12:07:42
2632,TX102632,user_2829,Buy Airtime,4246.07,Nairobi,iOS,Safaricom,individual,morning,0,0,0,2024-06-02 16:47:13
2633,TX102633,user_9767,Buy Airtime,18315.36,Thika,iOS,Telkom Kenya,individual,evening,0,0,0,2024-06-06 19:10:44
2634,TX102634,user_7468,Send Money,3766.17,Nakuru,iOS,Telkom Kenya,individual,morning,0,0,0,2024-06-24 09:33:35
2635,TX102635,user_1929,Lipa na M-Pesa,5530.58,Nakuru,Android,Airtel,individual,afternoon,0,0,0,2024-06-03 22:45:27
2636,TX102636,user_4699,Buy Airtime,98.02,Machakos,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-19 10:50:21
2637,TX102637,user_2054,Buy Airtime,5820.44,Nyeri,Android,Telkom Kenya,individual,morning,0,0,0,2024-06-29 08:40:11
2638,TX102638,user_6744,Withdraw Cash,1248.24,Garissa,Android,Telkom Kenya,individual,afternoon,0,0,0,2024-06-22 19:07:13
2639,TX102639,user_2900,Withdraw Cash,474.17,Meru,Android,Airtel,individual,night,0,0,0,2024-06-27 22:31:42
2640,TX102640,user_7980,Pay Bill,421.0,Machakos,Android,Safaricom,individual,night,0,0,0,2024-06-23 06:19:07
2641,TX102641,user_8069,Pay Bill,3986.65,Mombasa,Feature Phone,Airtel,individual,night,0,0,1,2024-06-19 22:51:39
2642,TX102642,user_4415,Withdraw Cash,21137.64,Mombasa,Feature Phone,Safaricom,individual,night,0,0,0,2024-06-16 11:57:24
2643,TX102643,user_1442,Lipa na M-Pesa,3840.2,Machakos,Android,Safaricom,individual,morning,0,0,0,2024-06-17 19:57:44
2644,TX102644,user_7218,Pay Bill,1064.99,Thika,iOS,Safaricom,individual,night,0,0,0,2024-06-29 23:10:21
2645,TX102645,user_5652,Deposit Cash,795.5,Machakos,iOS,Safaricom,individual,morning,0,0,0,2024-06-08 05:42:16
2646,TX102646,user_8939,Deposit Cash,2612.6,Nyeri,iOS,Safaricom,individual,evening,0,0,1,2024-06-12 16:24:06
2647,TX102647,user_8833,Lipa na M-Pesa,235.38,Nyeri,iOS,Safaricom,individual,morning,0,0,0,2024-06-13 13:36:40
2648,TX102648,user_8597,Withdraw Cash,1783.99,Thika,iOS,Telkom Kenya,agent,afternoon,0,0,0,2024-06-20 01:36:38
2649,TX102649,user_5458,Pay Bill,3840.61,Machakos,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-28 03:03:38
2650,TX102650,user_7591,Buy Airtime,12010.32,Mombasa,iOS,Telkom Kenya,individual,morning,0,0,0,2024-06-17 21:42:14
2651,TX102651,user_3309,Withdraw Cash,1940.83,Machakos,Feature Phone,Telkom Kenya,agent,morning,0,0,0,2024-06-09 05:26:40
2652,TX102652,user_7268,Pay Bill,781.98,Kisumu,iOS,Safaricom,individual,morning,0,0,0,2024-06-12 09:22:01
2653,TX102653,user_1910,Lipa na M-Pesa,5950.88,Nairobi,iOS,Telkom Kenya,individual,evening,0,0,0,2024-06-09 01:11:52
2654,TX102654,user_5340,Deposit Cash,4771.75,Garissa,Android,Safaricom,agent,morning,0,0,0,2024-06-26 01:38:59
2655,TX102655,user_5009,Lipa na M-Pesa,6874.0,Nairobi,Android,Airtel,individual,night,0,0,0,2024-06-28 03:19:03
2656,TX102656,user_7628,Pay Bill,846.0,Nairobi,Android,Airtel,individual,afternoon,0,0,0,2024-06-16 06:46:56
2657,TX102657,user_3169,Lipa na M-Pesa,1816.19,Nairobi,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-28 05:07:10
2658,TX102658,user_3172,Pay Bill,13975.26,Eldoret,Feature Phone,Safaricom,agent,afternoon,0,0,1,2024-06-04 09:14:38
2659,TX102659,user_6668,Pay Bill,602.09,Eldoret,Android,Telkom Kenya,individual,evening,0,0,0,2024-06-14 13:31:31
2660,TX102660,user_7313,Lipa na M-Pesa,3895.74,Meru,Android,Safaricom,individual,evening,0,0,1,2024-06-27 22:03:09
2661,TX102661,user_9315,Send Money,947.59,Thika,iOS,Telkom Kenya,individual,night,0,0,0,2024-06-22 00:24:27
2662,TX102662,user_9036,Buy Airtime,2427.13,Meru,Feature Phone,Airtel,individual,afternoon,0,0,0,2024-06-19 23:02:23
2663,TX102663,user_7789,Withdraw Cash,5641.96,Kisumu,iOS,Airtel,individual,afternoon,0,0,0,2024-06-09 13:45:56
2664,TX102664,user_1785,Deposit Cash,2347.02,Meru,iOS,Telkom Kenya,individual,evening,0,0,0,2024-06-01 09:55:30
2665,TX102665,user_7139,Buy Airtime,5730.3,Thika,Android,Telkom Kenya,individual,night,0,0,0,2024-06-13 09:06:37
2666,TX102666,user_7344,Withdraw Cash,1944.98,Garissa,iOS,Safaricom,individual,night,0,0,0,2024-06-02 12:00:41
2667,TX102667,user_3416,Withdraw Cash,25700.7,Nairobi,iOS,Airtel,individual,evening,0,0,0,2024-06-24 00:23:22
2668,TX102668,user_9988,Deposit Cash,2003.39,Thika,Android,Telkom Kenya,individual,afternoon,1,1,0,2024-06-14 11:11:57
2669,TX102669,user_5154,Buy Airtime,566.26,Meru,Android,Safaricom,individual,evening,0,0,0,2024-06-11 10:51:41
2670,TX102670,user_6619,Deposit Cash,1798.81,Nairobi,iOS,Airtel,individual,evening,0,0,0,2024-06-22 09:59:40
2671,TX102671,user_2936,Pay Bill,4749.84,Garissa,iOS,Safaricom,individual,evening,0,0,0,2024-06-12 15:05:16
2672,TX102672,user_4807,Deposit Cash,6592.13,Meru,iOS,Airtel,individual,night,0,0,1,2024-06-02 22:53:03
2673,TX102673,user_8151,Lipa na M-Pesa,2157.32,Nakuru,Feature Phone,Airtel,agent,evening,0,0,0,2024-06-07 02:59:33
2674,TX102674,user_4236,Send Money,3159.02,Meru,iOS,Safaricom,individual,evening,1,0,0,2024-06-17 05:32:08
2675,TX102675,user_3352,Send Money,6522.67,Eldoret,Android,Safaricom,agent,morning,0,0,0,2024-06-23 21:18:00
2676,TX102676,user_2932,Send Money,5878.5,Nairobi,iOS,Airtel,individual,night,0,0,0,2024-06-26 05:16:07
2677,TX102677,user_9556,Buy Airtime,3752.48,Nyeri,Feature Phone,Airtel,individual,night,0,0,0,2024-06-17 04:34:40
2678,TX102678,user_5916,Buy Airtime,5906.41,Garissa,iOS,Safaricom,individual,morning,0,0,0,2024-06-29 05:22:34
2679,TX102679,user_6498,Pay Bill,3002.34,Mombasa,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-16 21:14:51
2680,TX102680,user_1946,Send Money,16.31,Eldoret,Feature Phone,Safaricom,individual,night,0,0,0,2024-06-27 20:12:09
2681,TX102681,user_2439,Pay Bill,147.5,Eldoret,Android,Telkom Kenya,individual,morning,0,0,0,2024-06-23 04:33:27
2682,TX102682,user_8730,Send Money,13658.71,Machakos,iOS,Safaricom,individual,evening,1,0,0,2024-06-09 12:16:57
2683,TX102683,user_5857,Buy Airtime,548.26,Mombasa,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-08 18:00:14
2684,TX102684,user_1340,Lipa na M-Pesa,1814.34,Nakuru,iOS,Telkom Kenya,individual,night,0,0,0,2024-06-04 13:51:33
2685,TX102685,user_1382,Lipa na M-Pesa,9503.36,Meru,Feature Phone,Airtel,agent,evening,0,0,0,2024-06-19 06:14:32
2686,TX102686,user_9491,Lipa na M-Pesa,759.37,Machakos,Android,Safaricom,individual,evening,0,0,0,2024-06-23 20:52:43
2687,TX102687,user_1138,Deposit Cash,6497.97,Thika,Android,Safaricom,individual,morning,0,0,0,2024-06-27 13:08:28
2688,TX102688,user_1358,Lipa na M-Pesa,5968.27,Eldoret,iOS,Safaricom,individual,evening,1,0,0,2024-06-13 08:54:35
2689,TX102689,user_5931,Withdraw Cash,15023.84,Nakuru,iOS,Telkom Kenya,individual,morning,0,0,0,2024-06-17 12:25:03
2690,TX102690,user_4456,Send Money,1157.95,Mombasa,iOS,Telkom Kenya,agent,evening,0,0,0,2024-06-01 07:34:02
2691,TX102691,user_2627,Lipa na M-Pesa,1325.84,Nakuru,iOS,Airtel,agent,night,1,0,0,2024-06-21 19:12:09
2692,TX102692,user_7626,Withdraw Cash,8161.26,Kisumu,iOS,Telkom Kenya,agent,morning,0,0,0,2024-06-24 11:22:47
2693,TX102693,user_6004,Withdraw Cash,933.37,Kisumu,Feature Phone,Safaricom,individual,morning,0,0,0,2024-06-10 23:51:44
2694,TX102694,user_7652,Withdraw Cash,2778.49,Garissa,iOS,Telkom Kenya,individual,afternoon,0,0,0,2024-06-11 21:20:53
2695,TX102695,user_7416,Pay Bill,4300.66,Kisumu,Feature Phone,Telkom Kenya,individual,night,0,1,0,2024-06-03 18:33:18
2696,TX102696,user_4170,Pay Bill,1110.53,Eldoret,Feature Phone,Airtel,individual,evening,0,0,0,2024-06-10 15:03:01
2697,TX102697,user_4835,Withdraw Cash,9755.56,Garissa,Feature Phone,Telkom Kenya,agent,morning,0,0,1,2024-06-07 22:08:46
2698,TX102698,user_9017,Deposit Cash,3834.98,Kisumu,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-06 20:42:56
2699,TX102699,user_3151,Lipa na M-Pesa,169.0,Meru,Android,Safaricom,individual,evening,0,0,0,2024-06-18 17:43:57
2700,TX102700,user_7905,Send Money,510.58,Meru,Android,Safaricom,individual,night,0,0,0,2024-06-21 00:35:31
2701,TX102701,user_3834,Deposit Cash,740.9,Mombasa,iOS,Safaricom,individual,morning,0,0,1,2024-06-06 20:15:10
2702,TX102702,user_3567,Buy Airtime,983.43,Meru,iOS,Airtel,individual,afternoon,0,0,0,2024-06-10 08:22:50
2703,TX102703,user_2307,Pay Bill,4591.46,Garissa,iOS,Airtel,individual,afternoon,0,0,1,2024-06-19 23:20:54
2704,TX102704,user_9848,Lipa na M-Pesa,325.99,Nakuru,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-09 17:27:56
2705,TX102705,user_3660,Lipa na M-Pesa,1510.94,Nairobi,Android,Safaricom,individual,morning,0,0,0,2024-06-10 15:50:13
2706,TX102706,user_4730,Buy Airtime,8482.02,Meru,Android,Telkom Kenya,individual,night,0,0,0,2024-06-13 11:52:07
2707,TX102707,user_7207,Buy Airtime,2847.02,Machakos,Android,Telkom Kenya,individual,evening,0,0,0,2024-06-27 20:58:45
2708,TX102708,user_4162,Lipa na M-Pesa,1079.96,Kisumu,Android,Telkom Kenya,individual,evening,0,0,0,2024-06-14 05:50:17
2709,TX102709,user_2140,Buy Airtime,11017.53,Garissa,Feature Phone,Telkom Kenya,individual,afternoon,0,0,0,2024-06-04 10:14:35
2710,TX102710,user_9458,Lipa na M-Pesa,980.46,Thika,iOS,Telkom Kenya,individual,evening,0,0,0,2024-06-12 03:21:26
2711,TX102711,user_2708,Deposit Cash,8242.25,Meru,Feature Phone,Safaricom,agent,night,0,0,0,2024-06-12 09:42:04
2712,TX102712,user_4630,Buy Airtime,4528.25,Thika,iOS,Telkom Kenya,individual,afternoon,0,0,0,2024-06-24 18:42:49
2713,TX102713,user_4211,Deposit Cash,4721.78,Machakos,iOS,Telkom Kenya,individual,night,0,0,1,2024-06-15 13:38:39
2714,TX102714,user_7538,Deposit Cash,5067.69,Eldoret,Android,Telkom Kenya,agent,night,0,0,0,2024-06-10 21:20:47
2715,TX102715,user_1475,Buy Airtime,2472.31,Eldoret,Android,Airtel,agent,morning,0,0,0,2024-06-24 02:13:29
2716,TX102716,user_8684,Lipa na M-Pesa,5897.94,Kisumu,iOS,Airtel,individual,morning,0,1,0,2024-06-10 10:59:51
2717,TX102717,user_2207,Withdraw Cash,6331.73,Nairobi,iOS,Airtel,individual,evening,0,0,0,2024-06-03 03:09:39
2718,TX102718,user_2960,Lipa na M-Pesa,1564.67,Meru,Android,Safaricom,individual,afternoon,1,0,0,2024-06-05 04:49:28
2719,TX102719,user_1557,Send Money,1789.9,Kisumu,Android,Airtel,individual,morning,0,0,0,2024-06-25 17:45:35
2720,TX102720,user_1882,Buy Airtime,7686.13,Nairobi,Android,Telkom Kenya,individual,evening,0,0,0,2024-06-07 04:44:07
2721,TX102721,user_5761,Pay Bill,2603.55,Thika,Android,Telkom Kenya,agent,afternoon,0,0,0,2024-06-09 03:53:25
2722,TX102722,user_6867,Buy Airtime,7059.43,Machakos,Android,Telkom Kenya,individual,night,0,0,0,2024-06-22 07:22:11
2723,TX102723,user_7963,Send Money,3449.46,Kisumu,Feature Phone,Safaricom,agent,night,0,1,0,2024-06-29 06:21:48
2724,TX102724,user_8166,Deposit Cash,3151.18,Eldoret,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-09 04:50:38
2725,TX102725,user_8929,Pay Bill,110.15,Nakuru,Feature Phone,Airtel,individual,night,0,0,1,2024-06-12 23:32:10
2726,TX102726,user_6347,Pay Bill,1139.54,Garissa,Android,Telkom Kenya,individual,evening,0,0,0,2024-06-15 00:32:15
2727,TX102727,user_8269,Lipa na M-Pesa,2440.45,Thika,iOS,Telkom Kenya,agent,afternoon,0,0,0,2024-06-03 15:44:39
2728,TX102728,user_9125,Withdraw Cash,3097.77,Mombasa,iOS,Airtel,individual,afternoon,0,0,0,2024-06-21 12:02:33
2729,TX102729,user_3454,Lipa na M-Pesa,3484.0,Garissa,Android,Airtel,individual,morning,0,0,0,2024-06-17 23:54:39
2730,TX102730,user_5494,Pay Bill,4408.48,Machakos,Feature Phone,Telkom Kenya,individual,evening,0,0,0,2024-06-24 00:58:25
2731,TX102731,user_2946,Pay Bill,3737.27,Nairobi,iOS,Airtel,individual,evening,0,0,0,2024-06-05 22:22:43
2732,TX102732,user_3808,Withdraw Cash,6606.87,Thika,Android,Airtel,individual,afternoon,0,1,0,2024-06-15 04:06:47
2733,TX102733,user_7642,Buy Airtime,1225.79,Nyeri,Feature Phone,Safaricom,individual,morning,0,0,0,2024-06-12 11:40:00
2734,TX102734,user_4825,Withdraw Cash,3591.08,Garissa,Feature Phone,Telkom Kenya,individual,morning,1,0,0,2024-06-21 07:30:55
2735,TX102735,user_4536,Deposit Cash,183.8,Nakuru,Feature Phone,Airtel,individual,night,0,0,0,2024-06-15 20:59:27
2736,TX102736,user_7068,Lipa na M-Pesa,2290.02,Meru,Feature Phone,Safaricom,agent,evening,0,0,0,2024-06-07 19:42:09
2737,TX102737,user_4802,Buy Airtime,1092.07,Meru,Feature Phone,Safaricom,individual,night,0,0,0,2024-06-09 18:11:24
2738,TX102738,user_5699,Lipa na M-Pesa,1678.14,Nyeri,Feature Phone,Safaricom,individual,night,0,0,0,2024-06-05 08:10:48
2739,TX102739,user_2970,Withdraw Cash,1532.94,Mombasa,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-15 14:27:16
2740,TX102740,user_6806,Buy Airtime,218.17,Garissa,Feature Phone,Safaricom,agent,evening,0,0,1,2024-06-16 15:57:49
2741,TX102741,user_7142,Withdraw Cash,2199.99,Nyeri,Feature Phone,Safaricom,individual,evening,0,0,0,2024-06-02 06:09:18
2742,TX102742,user_3819,Deposit Cash,18293.78,Mombasa,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-19 08:09:52
2743,TX102743,user_1364,Send Money,1243.05,Meru,Android,Telkom Kenya,individual,morning,0,0,0,2024-06-28 07:48:40
2744,TX102744,user_5258,Pay Bill,4663.26,Thika,iOS,Telkom Kenya,individual,night,0,0,0,2024-06-01 23:49:13
2745,TX102745,user_4119,Buy Airtime,2777.62,Nyeri,Android,Telkom Kenya,individual,night,0,0,0,2024-06-11 09:20:28
2746,TX102746,user_2863,Pay Bill,1376.82,Kisumu,iOS,Safaricom,individual,night,0,0,0,2024-06-08 16:17:18
2747,TX102747,user_1115,Send Money,328.58,Machakos,Android,Airtel,individual,night,1,0,0,2024-06-01 12:59:43
2748,TX102748,user_8084,Buy Airtime,851.08,Nakuru,iOS,Safaricom,individual,evening,0,0,0,2024-06-18 12:35:50
2749,TX102749,user_9016,Pay Bill,5329.06,Garissa,iOS,Telkom Kenya,individual,afternoon,0,0,0,2024-06-19 02:06:08
2750,TX102750,user_3384,Pay Bill,1145.0,Kisumu,iOS,Telkom Kenya,individual,morning,0,0,0,2024-06-09 12:01:52
2751,TX102751,user_4935,Buy Airtime,545.43,Machakos,Android,Safaricom,individual,afternoon,0,0,0,2024-06-28 13:27:48
2752,TX102752,user_8742,Pay Bill,1408.46,Mombasa,iOS,Telkom Kenya,individual,afternoon,0,0,0,2024-06-22 12:20:45
2753,TX102753,user_6442,Pay Bill,3070.11,Machakos,Feature Phone,Airtel,agent,night,0,0,0,2024-06-08 12:45:52
2754,TX102754,user_3490,Buy Airtime,4254.54,Mombasa,iOS,Airtel,individual,night,0,0,0,2024-06-23 01:41:03
2755,TX102755,user_7980,Pay Bill,1714.95,Garissa,Android,Airtel,individual,night,0,0,0,2024-06-02 03:14:49
2756,TX102756,user_8661,Pay Bill,2413.07,Mombasa,Android,Safaricom,individual,afternoon,0,0,0,2024-06-19 16:26:13
2757,TX102757,user_2724,Lipa na M-Pesa,2123.86,Garissa,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-04 01:58:28
2758,TX102758,user_9182,Deposit Cash,31.65,Nairobi,iOS,Telkom Kenya,individual,morning,0,0,0,2024-06-19 00:49:06
2759,TX102759,user_3767,Lipa na M-Pesa,1762.32,Thika,Android,Airtel,individual,morning,0,1,0,2024-06-12 12:38:54
2760,TX102760,user_2137,Send Money,3097.79,Meru,iOS,Telkom Kenya,individual,evening,0,0,0,2024-06-23 21:19:02
2761,TX102761,user_5117,Lipa na M-Pesa,2953.45,Garissa,Feature Phone,Safaricom,individual,evening,0,0,1,2024-06-28 12:59:51
2762,TX102762,user_4420,Lipa na M-Pesa,4848.78,Eldoret,Feature Phone,Airtel,individual,night,0,0,0,2024-06-14 03:14:45
2763,TX102763,user_6845,Send Money,3884.31,Nairobi,Android,Safaricom,individual,morning,0,0,0,2024-06-19 18:16:29
2764,TX102764,user_5778,Pay Bill,1134.28,Thika,iOS,Safaricom,individual,evening,0,0,0,2024-06-29 02:02:22
2765,TX102765,user_4906,Pay Bill,1033.32,Eldoret,Feature Phone,Telkom Kenya,individual,afternoon,0,0,1,2024-06-27 12:39:12
2766,TX102766,user_4637,Lipa na M-Pesa,2183.6,Kisumu,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-01 05:19:42
2767,TX102767,user_3953,Send Money,4621.38,Eldoret,Android,Airtel,individual,night,0,0,0,2024-06-01 23:32:04
2768,TX102768,user_6929,Pay Bill,344.84,Thika,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-21 09:00:08
2769,TX102769,user_1276,Withdraw Cash,10369.84,Nakuru,Android,Telkom Kenya,individual,evening,0,0,0,2024-06-09 16:15:06
2770,TX102770,user_2999,Buy Airtime,2741.92,Mombasa,Feature Phone,Safaricom,individual,morning,0,0,0,2024-06-21 23:25:06
2771,TX102771,user_2227,Buy Airtime,1280.55,Mombasa,Feature Phone,Safaricom,individual,evening,0,0,0,2024-06-07 06:22:26
2772,TX102772,user_7337,Deposit Cash,4137.64,Kisumu,Android,Telkom Kenya,agent,evening,0,0,0,2024-06-01 08:16:43
2773,TX102773,user_4735,Buy Airtime,160.15,Thika,Android,Telkom Kenya,individual,night,0,0,0,2024-06-05 16:30:10
2774,TX102774,user_1695,Lipa na M-Pesa,2318.46,Nairobi,iOS,Telkom Kenya,individual,morning,0,0,1,2024-06-23 00:54:22
2775,TX102775,user_5152,Buy Airtime,2329.16,Garissa,Feature Phone,Telkom Kenya,individual,afternoon,0,0,0,2024-06-26 00:36:13
2776,TX102776,user_8901,Buy Airtime,618.48,Machakos,iOS,Telkom Kenya,agent,morning,0,0,0,2024-06-10 17:27:13
2777,TX102777,user_8470,Withdraw Cash,6357.36,Garissa,iOS,Telkom Kenya,individual,afternoon,0,0,0,2024-06-05 03:43:29
2778,TX102778,user_8537,Pay Bill,5577.68,Kisumu,Android,Telkom Kenya,individual,night,0,0,0,2024-06-23 19:31:16
2779,TX102779,user_3841,Withdraw Cash,580.09,Thika,Feature Phone,Safaricom,individual,morning,0,0,0,2024-06-28 22:10:37
2780,TX102780,user_5208,Lipa na M-Pesa,1583.0,Eldoret,Android,Safaricom,individual,evening,0,0,0,2024-06-08 18:40:43
2781,TX102781,user_9733,Buy Airtime,370.43,Nakuru,Feature Phone,Safaricom,agent,morning,0,0,0,2024-06-11 22:55:54
2782,TX102782,user_2088,Pay Bill,6607.61,Kisumu,Android,Airtel,individual,night,0,0,0,2024-06-22 01:43:11
2783,TX102783,user_4363,Deposit Cash,1366.95,Nakuru,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-22 10:34:14
2784,TX102784,user_1024,Deposit Cash,2025.09,Thika,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-19 01:16:37
2785,TX102785,user_7144,Buy Airtime,1369.8,Machakos,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-19 05:56:10
2786,TX102786,user_6668,Buy Airtime,1298.85,Thika,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-22 16:58:39
2787,TX102787,user_5236,Deposit Cash,4814.46,Nyeri,Android,Telkom Kenya,individual,night,0,0,0,2024-06-24 15:03:39
2788,TX102788,user_9068,Deposit Cash,4818.12,Meru,Feature Phone,Safaricom,individual,morning,0,0,0,2024-06-26 17:08:52
2789,TX102789,user_3235,Lipa na M-Pesa,2552.8,Meru,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-17 11:06:34
2790,TX102790,user_8295,Buy Airtime,3751.39,Meru,Feature Phone,Telkom Kenya,individual,evening,0,0,1,2024-06-20 15:59:40
2791,TX102791,user_9392,Deposit Cash,2508.62,Meru,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-26 07:37:17
2792,TX102792,user_9448,Send Money,101.52,Eldoret,iOS,Telkom Kenya,individual,morning,0,0,0,2024-06-21 06:41:15
2793,TX102793,user_4747,Deposit Cash,239.0,Mombasa,Android,Airtel,individual,night,0,0,0,2024-06-09 18:07:54
2794,TX102794,user_4175,Pay Bill,1694.31,Nyeri,Feature Phone,Safaricom,individual,afternoon,0,0,1,2024-06-15 00:01:23
2795,TX102795,user_5897,Pay Bill,4848.48,Kisumu,Android,Telkom Kenya,individual,morning,0,0,0,2024-06-18 22:09:22
2796,TX102796,user_6037,Send Money,8555.58,Garissa,iOS,Telkom Kenya,individual,evening,0,0,0,2024-06-24 11:44:46
2797,TX102797,user_8427,Lipa na M-Pesa,105.55,Eldoret,iOS,Telkom Kenya,individual,night,0,0,0,2024-06-08 20:51:38
2798,TX102798,user_9605,Buy Airtime,1606.2,Nairobi,Feature Phone,Safaricom,individual,afternoon,0,0,0,2024-06-15 15:12:04
2799,TX102799,user_3014,Buy Airtime,886.63,Machakos,Android,Airtel,individual,night,0,0,0,2024-06-14 03:35:16
2800,TX102800,user_2381,Deposit Cash,5909.78,Eldoret,Android,Safaricom,individual,afternoon,0,0,0,2024-06-25 21:49:09
2801,TX102801,user_2098,Pay Bill,6547.09,Thika,Android,Airtel,individual,morning,0,0,0,2024-06-10 13:58:55
2802,TX102802,user_4426,Lipa na M-Pesa,809.15,Garissa,iOS,Telkom Kenya,individual,afternoon,0,0,1,2024-06-03 09:33:42
2803,TX102803,user_4655,Lipa na M-Pesa,4342.56,Machakos,iOS,Airtel,individual,afternoon,0,0,0,2024-06-02 16:31:57
2804,TX102804,user_8938,Lipa na M-Pesa,4605.5,Meru,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-01 11:56:43
2805,TX102805,user_1187,Deposit Cash,682.04,Mombasa,Android,Telkom Kenya,individual,evening,0,0,0,2024-06-06 21:46:27
2806,TX102806,user_6409,Buy Airtime,1990.18,Nyeri,Android,Telkom Kenya,individual,evening,0,0,0,2024-06-27 02:53:20
2807,TX102807,user_3092,Lipa na M-Pesa,3389.66,Meru,iOS,Airtel,individual,morning,0,0,0,2024-06-16 15:57:58
2808,TX102808,user_3130,Deposit Cash,92.44,Kisumu,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-16 03:15:15
2809,TX102809,user_6242,Deposit Cash,1814.78,Nairobi,Feature Phone,Telkom Kenya,individual,night,0,0,0,2024-06-06 14:47:17
2810,TX102810,user_9549,Send Money,589.29,Mombasa,Feature Phone,Airtel,individual,afternoon,0,0,0,2024-06-02 16:06:59
2811,TX102811,user_6647,Withdraw Cash,2732.31,Machakos,iOS,Safaricom,individual,night,0,0,0,2024-06-09 06:54:50
2812,TX102812,user_6185,Lipa na M-Pesa,6478.45,Meru,Android,Safaricom,individual,night,0,0,0,2024-06-04 04:30:56
2813,TX102813,user_6776,Withdraw Cash,2603.73,Thika,Feature Phone,Telkom Kenya,individual,morning,0,0,0,2024-06-15 03:23:40
2814,TX102814,user_8913,Buy Airtime,128.26,Nairobi,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-08 08:11:02
2815,TX102815,user_8547,Deposit Cash,105.37,Nyeri,Android,Telkom Kenya,individual,afternoon,0,0,0,2024-06-16 21:27:46
2816,TX102816,user_8823,Lipa na M-Pesa,3255.5,Garissa,Feature Phone,Safaricom,individual,night,0,0,0,2024-06-11 06:10:56
2817,TX102817,user_8355,Pay Bill,1391.14,Meru,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-01 14:14:57
2818,TX102818,user_7465,Buy Airtime,2975.67,Kisumu,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-01 16:14:56
2819,TX102819,user_2497,Send Money,625.42,Garissa,Android,Airtel,individual,night,0,0,0,2024-06-26 05:47:56
2820,TX102820,user_3555,Send Money,5249.88,Thika,iOS,Safaricom,individual,afternoon,0,0,0,2024-06-17 04:40:04
2821,TX102821,user_6409,Withdraw Cash,6899.43,Kisumu,Feature Phone,Airtel,individual,afternoon,0,0,0,2024-06-26 14:37:36
2822,TX102822,user_3951,Deposit Cash,7700.91,Machakos,Android,Safaricom,individual,evening,0,0,1,2024-06-13 20:00:26
2823,TX102823,user_2238,Withdraw Cash,1268.79,Nairobi,Android,Telkom Kenya,individual,evening,0,0,0,2024-06-19 20:41:59
2824,TX102824,user_5727,Pay Bill,3783.41,Nakuru,Android,Safaricom,individual,night,0,0,1,2024-06-14 08:31:39
2825,TX102825,user_4965,Pay Bill,1145.11,Machakos,Android,Safaricom,individual,night,0,0,0,2024-06-27 16:09:21
2826,TX102826,user_6686,Send Money,5035.34,Kisumu,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-11 00:49:02
2827,TX102827,user_4701,Lipa na M-Pesa,449.51,Meru,Feature Phone,Airtel,individual,morning,0,0,0,2024-06-09 05:16:06
2828,TX102828,user_3780,Send Money,5035.46,Thika,iOS,Airtel,agent,morning,0,0,0,2024-06-24 04:55:30
2829,TX102829,user_8398,Send Money,2027.67,Meru,iOS,Telkom Kenya,agent,evening,0,0,0,2024-06-17 04:30:26
2830,TX102830,user_2588,Pay Bill,6771.86,Mombasa,Android,Airtel,individual,afternoon,0,0,0,2024-06-04 23:06:28
